date,region,transport_type,users
2023-07-28,Geneva,Bus,987
2023-07-28,Geneva,Tram,1032
2023-07-28,Geneva,Boat,965
2023-07-28,Basel,Train,992
2023-07-28,Basel,Bus,1022
2023-07-28,Basel,Tram,993
2023-07-28,Basel,Boat,1005
2023-07-28,Bern,Train,1002
2023-07-28,Bern,Bus,988
2023-07-28,Bern,Tram,963
2023-07-28,Bern,Boat,994
2023-07-28,Lausanne,Train,1010
2023-07-28,Lausanne,Bus,1020
2023-07-28,Lausanne,Tram,934
2023-07-28,Lausanne,Boat,995
2023-07-29,Zurich,Train,993
2023-07-29,Zurich,Bus,1050
2023-07-29,Zurich,Tram,976
2023-07-29,Zurich,Boat,1027
2023-07-29,Geneva,Train,978
2023-07-29,Geneva,Bus,1013
2023-07-29,Geneva,Tram,1020
2023-07-29,Geneva,Boat,956
2023-07-29,Basel,Train,1077
2023-07-29,Basel,Bus,1043
2023-07-29,Basel,Tram,1002
2023-07-29,Basel,Boat,985
2023-07-29,Bern,Train,1026
2023-07-29,Bern,Bus,987
2023-07-29,Bern,Tram,1057
2023-07-29,Bern,Boat,1027
2023-07-29,Lausanne,Train,1049
2023-07-29,Lausanne,Bus,984
2023-07-29,Lausanne,Tram,999
2023-07-29,Lausanne,Boat,972
2023-07-30,Zurich,Train,1014
2023-07-30,Zurich,Bus,975
2023-07-30,Zurich,Tram,1015
2023-07-30,Zurich,Boat,1034
2023-07-30,Geneva,Train,954
2023-07-30,Geneva,Bus,1054
2023-07-30,Geneva,Tram,1074
2023-07-30,Geneva,Boat,955
2023-07-30,Basel,Train,1013
2023-07-30,Basel,Bus,1009
2023-07-30,Basel,Tram,1035
2023-07-30,Basel,Boat,1061
2023-07-30,Bern,Train,981
2023-07-30,Bern,Bus,962
2023-07-30,Bern,Tram,1027
2023-07-30,Bern,Boat,1045
2023-07-30,Lausanne,Train,1018
2023-07-30,Lausanne,Bus,954
2023-07-30,Lausanne,Tram,1009
2023-07-30,Lausanne,Boat,997
2023-07-31,Zurich,Train,1018
2023-07-31,Zurich,Bus,1006
2023-07-31,Zurich,Tram,959
2023-07-31,Zurich,Boat,1014
2023-07-31,Geneva,Train,973
2023-07-31,Geneva,Bus,1018
2023-07-31,Geneva,Tram,1008
2023-07-31,Geneva,Boat,1032
2023-07-31,Basel,Train,1032
2023-07-31,Basel,Bus,976
2023-07-31,Basel,Tram,947
2023-07-31,Basel,Boat,990
2023-07-31,Bern,Train,969
2023-07-31,Bern,Bus,981
2023-07-31,Bern,Tram,983
2023-07-31,Bern,Boat,992
2023-07-31,Lausanne,Train,996
2023-07-31,Lausanne,Bus,954
2023-07-31,Lausanne,Tram,998
2023-07-31,Lausanne,Boat,1029
2023-08-01,Zurich,Train,996
2023-08-01,Zurich,Bus,1058
2023-08-01,Zurich,Tram,921
2023-08-01,Zurich,Boat,962
2023-08-01,Geneva,Train,1027
2023-08-01,Geneva,Bus,1042
2023-08-01,Geneva,Tram,994
2023-08-01,Geneva,Boat,1044
2023-08-01,Basel,Train,983
2023-08-01,Basel,Bus,1002
2023-08-01,Basel,Tram,1001
2023-08-01,Basel,Boat,953
2023-08-01,Bern,Train,1055
2023-08-01,Bern,Bus,1021
2023-08-01,Bern,Tram,994
2023-08-01,Bern,Boat,978
2023-08-01,Lausanne,Train,988
2023-08-01,Lausanne,Bus,1057
2023-08-01,Lausanne,Tram,1004
2023-08-01,Lausanne,Boat,996
2023-08-02,Zurich,Train,1001
2023-08-02,Zurich,Bus,1014
2023-08-02,Zurich,Tram,964
2023-08-02,Zurich,Boat,1009
2023-08-02,Geneva,Train,978
2023-08-02,Geneva,Bus,1026
2023-08-02,Geneva,Tram,995
2023-08-02,Geneva,Boat,960
2023-08-02,Basel,Train,1001
2023-08-02,Basel,Bus,1069
2023-08-02,Basel,Tram,979
2023-08-02,Basel,Boat,992
2023-08-02,Bern,Train,1001
2023-08-02,Bern,Bus,1008
2023-08-02,Bern,Tram,959
2023-08-02,Bern,Boat,968
2023-08-02,Lausanne,Train,977
2023-08-02,Lausanne,Bus,1011
2023-08-02,Lausanne,Tram,1042
2023-08-02,Lausanne,Boat,1034
2023-08-03,Zurich,Train,1001
2023-08-03,Zurich,Bus,1051
2023-08-03,Zurich,Tram,988
2023-08-03,Zurich,Boat,959
2023-08-03,Geneva,Train,1002
2023-08-03,Geneva,Bus,973
2023-08-03,Geneva,Tram,972
2023-08-03,Geneva,Boat,1016
2023-08-03,Basel,Train,1005
2023-08-03,Basel,Bus,1048
2023-08-03,Basel,Tram,1054
2023-08-03,Basel,Boat,974
2023-08-03,Bern,Train,1036
2023-08-03,Bern,Bus,1064
2023-08-03,Bern,Tram,1012
2023-08-03,Bern,Boat,975
2023-08-03,Lausanne,Train,1095
2023-08-03,Lausanne,Bus,1003
2023-08-03,Lausanne,Tram,999
2023-08-03,Lausanne,Boat,1015
2023-08-04,Zurich,Train,1026
2023-08-04,Zurich,Bus,999
2023-08-04,Zurich,Tram,1044
2023-08-04,Zurich,Boat,1015
2023-08-04,Geneva,Train,1020
2023-08-04,Geneva,Bus,1050
2023-08-04,Geneva,Tram,939
2023-08-04,Geneva,Boat,1042
2023-08-04,Basel,Train,1032
2023-08-04,Basel,Bus,1005
2023-08-04,Basel,Tram,996
2023-08-04,Basel,Boat,967
2023-08-04,Bern,Train,1024
2023-08-04,Bern,Bus,1025
2023-08-04,Bern,Tram,1030
2023-08-04,Bern,Boat,1020
2023-08-04,Lausanne,Train,989
2023-08-04,Lausanne,Bus,991
2023-08-04,Lausanne,Tram,971
2023-08-04,Lausanne,Boat,977
2023-08-05,Zurich,Train,1005
2023-08-05,Zurich,Bus,985
2023-08-05,Zurich,Tram,997
2023-08-05,Zurich,Boat,1045
2023-08-05,Geneva,Train,989
2023-08-05,Geneva,Bus,951
2023-08-05,Geneva,Tram,1045
2023-08-05,Geneva,Boat,949
2023-08-05,Basel,Train,1007
2023-08-05,Basel,Bus,924
2023-08-05,Basel,Tram,1027
2023-08-05,Basel,Boat,957
2023-08-05,Bern,Train,1003
2023-08-05,Bern,Bus,1019
2023-08-05,Bern,Tram,971
2023-08-05,Bern,Boat,942
2023-08-05,Lausanne,Train,984
2023-08-05,Lausanne,Bus,1017
2023-08-05,Lausanne,Tram,1070
2023-08-05,Lausanne,Boat,1013
2023-08-06,Zurich,Train,1031
2023-08-06,Zurich,Bus,1011
2023-08-06,Zurich,Tram,1000
2023-08-06,Zurich,Boat,1030
2023-08-06,Geneva,Train,974
2023-08-06,Geneva,Bus,968
2023-08-06,Geneva,Tram,962
2023-08-06,Geneva,Boat,1017
2023-08-06,Basel,Train,991
2023-08-06,Basel,Bus,1013
2023-08-06,Basel,Tram,983
2023-08-06,Basel,Boat,992
2023-08-06,Bern,Train,948
2023-08-06,Bern,Bus,981
2023-08-06,Bern,Tram,956
2023-08-06,Bern,Boat,986
2023-08-06,Lausanne,Train,1088
2023-08-06,Lausanne,Bus,980
2023-08-06,Lausanne,Tram,1026
2023-08-06,Lausanne,Boat,995
2023-08-07,Zurich,Train,973
2023-08-07,Zurich,Bus,1009
2023-08-07,Zurich,Tram,946
2023-08-07,Zurich,Boat,944
2023-08-07,Geneva,Train,1004
2023-08-07,Geneva,Bus,948
2023-08-07,Geneva,Tram,989
2023-08-07,Geneva,Boat,969
2023-08-07,Basel,Train,937
2023-08-07,Basel,Bus,1041
2023-08-07,Basel,Tram,993
2023-08-07,Basel,Boat,955
2023-08-07,Bern,Train,1043
2023-08-07,Bern,Bus,1017
2023-08-07,Bern,Tram,998
2023-08-07,Bern,Boat,1021
2023-08-07,Lausanne,Train,963
2023-08-07,Lausanne,Bus,1024
2023-08-07,Lausanne,Tram,999
2023-08-07,Lausanne,Boat,1021
2023-08-08,Zurich,Train,1028
2023-08-08,Zurich,Bus,1034
2023-08-08,Zurich,Tram,1038
2023-08-08,Zurich,Boat,987
2023-08-08,Geneva,Train,1013
2023-08-08,Geneva,Bus,1092
2023-08-08,Geneva,Tram,1019
2023-08-08,Geneva,Boat,950
2023-08-08,Basel,Train,1025
2023-08-08,Basel,Bus,960
2023-08-08,Basel,Tram,1056
2023-08-08,Basel,Boat,1011
2023-08-08,Bern,Train,1056
2023-08-08,Bern,Bus,972
2023-08-08,Bern,Tram,1038
2023-08-08,Bern,Boat,989
2023-08-08,Lausanne,Train,967
2023-08-08,Lausanne,Bus,985
2023-08-08,Lausanne,Tram,978
2023-08-08,Lausanne,Boat,1007
2023-08-09,Zurich,Train,1009
2023-08-09,Zurich,Bus,1004
2023-08-09,Zurich,Tram,1028
2023-08-09,Zurich,Boat,1029
2023-08-09,Geneva,Train,986
2023-08-09,Geneva,Bus,960
2023-08-09,Geneva,Tram,1014
2023-08-09,Geneva,Boat,978
2023-08-09,Basel,Train,1016
2023-08-09,Basel,Bus,920
2023-08-09,Basel,Tram,983
2023-08-09,Basel,Boat,986
2023-08-09,Bern,Train,999
2023-08-09,Bern,Bus,966
2023-08-09,Bern,Tram,1014
2023-08-09,Bern,Boat,1002
2023-08-09,Lausanne,Train,982
2023-08-09,Lausanne,Bus,1020
2023-08-09,Lausanne,Tram,996
2023-08-09,Lausanne,Boat,951
2023-08-10,Zurich,Train,934
2023-08-10,Zurich,Bus,952
2023-08-10,Zurich,Tram,990
2023-08-10,Zurich,Boat,987
2023-08-10,Geneva,Train,1035
2023-08-10,Geneva,Bus,1055
2023-08-10,Geneva,Tram,989
2023-08-10,Geneva,Boat,979
2023-08-10,Basel,Train,953
2023-08-10,Basel,Bus,975
2023-08-10,Basel,Tram,1019
2023-08-10,Basel,Boat,1015
2023-08-10,Bern,Train,984
2023-08-10,Bern,Bus,971
2023-08-10,Bern,Tram,1007
2023-08-10,Bern,Boat,1031
2023-08-10,Lausanne,Train,988
2023-08-10,Lausanne,Bus,985
2023-08-10,Lausanne,Tram,938
2023-08-10,Lausanne,Boat,1009
2023-08-11,Zurich,Train,1002
2023-08-11,Zurich,Bus,1023
2023-08-11,Zurich,Tram,965
2023-08-11,Zurich,Boat,1007
2023-08-11,Geneva,Train,1030
2023-08-11,Geneva,Bus,1054
2023-08-11,Geneva,Tram,1059
2023-08-11,Geneva,Boat,997
2023-08-11,Basel,Train,1009
2023-08-11,Basel,Bus,977
2023-08-11,Basel,Tram,1034
2023-08-11,Basel,Boat,959
2023-08-11,Bern,Train,1065
2023-08-11,Bern,Bus,1009
2023-08-11,Bern,Tram,969
2023-08-11,Bern,Boat,1039
2023-08-11,Lausanne,Train,984
2023-08-11,Lausanne,Bus,1052
2023-08-11,Lausanne,Tram,947
2023-08-11,Lausanne,Boat,1026
2023-08-12,Zurich,Train,992
2023-08-12,Zurich,Bus,971
2023-08-12,Zurich,Tram,1043
2023-08-12,Zurich,Boat,918
2023-08-12,Geneva,Train,989
2023-08-12,Geneva,Bus,990
2023-08-12,Geneva,Tram,1009
2023-08-12,Geneva,Boat,958
2023-08-12,Basel,Train,932
2023-08-12,Basel,Bus,1001
2023-08-12,Basel,Tram,1024
2023-08-12,Basel,Boat,989
2023-08-12,Bern,Train,1016
2023-08-12,Bern,Bus,996
2023-08-12,Bern,Tram,1027
2023-08-12,Bern,Boat,1008
2023-08-12,Lausanne,Train,1005
2023-08-12,Lausanne,Bus,987
2023-08-12,Lausanne,Tram,1023
2023-08-12,Lausanne,Boat,960
2023-08-13,Zurich,Train,982
2023-08-13,Zurich,Bus,1018
2023-08-13,Zurich,Tram,1014
2023-08-13,Zurich,Boat,998
2023-08-13,Geneva,Train,974
2023-08-13,Geneva,Bus,961
2023-08-13,Geneva,Tram,964
2023-08-13,Geneva,Boat,1075
2023-08-13,Basel,Train,1039
2023-08-13,Basel,Bus,1033
2023-08-13,Basel,Tram,992
2023-08-13,Basel,Boat,994
2023-08-13,Bern,Train,959
2023-08-13,Bern,Bus,996
2023-08-13,Bern,Tram,995
2023-08-13,Bern,Boat,1040
2023-08-13,Lausanne,Train,1034
2023-08-13,Lausanne,Bus,978
2023-08-13,Lausanne,Tram,1028
2023-08-13,Lausanne,Boat,1036
2023-08-14,Zurich,Train,985
2023-08-14,Zurich,Bus,996
2023-08-14,Zurich,Tram,1008
2023-08-14,Zurich,Boat,986
2023-08-14,Geneva,Train,993
2023-08-14,Geneva,Bus,1018
2023-08-14,Geneva,Tram,997
2023-08-14,Geneva,Boat,979
2023-08-14,Basel,Train,1011
2023-08-14,Basel,Bus,994
2023-08-14,Basel,Tram,980
2023-08-14,Basel,Boat,993
2023-08-14,Bern,Train,936
2023-08-14,Bern,Bus,924
2023-08-14,Bern,Tram,978
2023-08-14,Bern,Boat,931
2023-08-14,Lausanne,Train,1039
2023-08-14,Lausanne,Bus,997
2023-08-14,Lausanne,Tram,1019
2023-08-14,Lausanne,Boat,967
2023-08-15,Zurich,Train,982
2023-08-15,Zurich,Bus,986
2023-08-15,Zurich,Tram,953
2023-08-15,Zurich,Boat,940
2023-08-15,Geneva,Train,1006
2023-08-15,Geneva,Bus,1037
2023-08-15,Geneva,Tram,1014
2023-08-15,Geneva,Boat,1024
2023-08-15,Basel,Train,1072
2023-08-15,Basel,Bus,952
2023-08-15,Basel,Tram,990
2023-08-15,Basel,Boat,1034
2023-08-15,Bern,Train,999
2023-08-15,Bern,Bus,1019
2023-08-15,Bern,Tram,1002
2023-08-15,Bern,Boat,1031
2023-08-15,Lausanne,Train,983
2023-08-15,Lausanne,Bus,1003
2023-08-15,Lausanne,Tram,970
2023-08-15,Lausanne,Boat,1002
2023-08-16,Zurich,Train,924
2023-08-16,Zurich,Bus,1033
2023-08-16,Zurich,Tram,1076
2023-08-16,Zurich,Boat,1056
2023-08-16,Geneva,Train,990
2023-08-16,Geneva,Bus,1040
2023-08-16,Geneva,Tram,1002
2023-08-16,Geneva,Boat,1038
2023-08-16,Basel,Train,980
2023-08-16,Basel,Bus,1023
2023-08-16,Basel,Tram,952
2023-08-16,Basel,Boat,1008
2023-08-16,Bern,Train,1006
2023-08-16,Bern,Bus,1024
2023-08-16,Bern,Tram,950
2023-08-16,Bern,Boat,1007
2023-08-16,Lausanne,Train,1010
2023-08-16,Lausanne,Bus,1030
2023-08-16,Lausanne,Tram,1025
2023-08-16,Lausanne,Boat,984
2023-08-17,Zurich,Train,960
2023-08-17,Zurich,Bus,1001
2023-08-17,Zurich,Tram,1013
2023-08-17,Zurich,Boat,996
2023-08-17,Geneva,Train,1021
2023-08-17,Geneva,Bus,998
2023-08-17,Geneva,Tram,993
2023-08-17,Geneva,Boat,995
2023-08-17,Basel,Train,1019
2023-08-17,Basel,Bus,935
2023-08-17,Basel,Tram,984
2023-08-17,Basel,Boat,1017
2023-08-17,Bern,Train,973
2023-08-17,Bern,Bus,996
2023-08-17,Bern,Tram,1025
2023-08-17,Bern,Boat,1044
2023-08-17,Lausanne,Train,1039
2023-08-17,Lausanne,Bus,1001
2023-08-17,Lausanne,Tram,981
2023-08-17,Lausanne,Boat,954
2023-08-18,Zurich,Train,973
2023-08-18,Zurich,Bus,1050
2023-08-18,Zurich,Tram,1004
2023-08-18,Zurich,Boat,1002
2023-08-18,Geneva,Train,1016
2023-08-18,Geneva,Bus,1016
2023-08-18,Geneva,Tram,959
2023-08-18,Geneva,Boat,1089
2023-08-18,Basel,Train,1019
2023-08-18,Basel,Bus,1021
2023-08-18,Basel,Tram,995
2023-08-18,Basel,Boat,1030
2023-08-18,Bern,Train,972
2023-08-18,Bern,Bus,1001
2023-08-18,Bern,Tram,968
2023-08-18,Bern,Boat,1038
2023-08-18,Lausanne,Train,984
2023-08-18,Lausanne,Bus,1016
2023-08-18,Lausanne,Tram,962
2023-08-18,Lausanne,Boat,986
2023-08-19,Zurich,Train,1033
2023-08-19,Zurich,Bus,966
2023-08-19,Zurich,Tram,995
2023-08-19,Zurich,Boat,1001
2023-08-19,Geneva,Train,1020
2023-08-19,Geneva,Bus,987
2023-08-19,Geneva,Tram,1025
2023-08-19,Geneva,Boat,1004
2023-08-19,Basel,Train,993
2023-08-19,Basel,Bus,1055
2023-08-19,Basel,Tram,1011
2023-08-19,Basel,Boat,991
2023-08-19,Bern,Train,967
2023-08-19,Bern,Bus,1026
2023-08-19,Bern,Tram,1013
2023-08-19,Bern,Boat,1054
2023-08-19,Lausanne,Train,997
2023-08-19,Lausanne,Bus,1041
2023-08-19,Lausanne,Tram,918
2023-08-19,Lausanne,Boat,1041
2023-08-20,Zurich,Train,1018
2023-08-20,Zurich,Bus,1039
2023-08-20,Zurich,Tram,948
2023-08-20,Zurich,Boat,914
2023-08-20,Geneva,Train,982
2023-08-20,Geneva,Bus,1014
2023-08-20,Geneva,Tram,963
2023-08-20,Geneva,Boat,1013
2023-08-20,Basel,Train,982
2023-08-20,Basel,Bus,993
2023-08-20,Basel,Tram,977
2023-08-20,Basel,Boat,1032
2023-08-20,Bern,Train,985
2023-08-20,Bern,Bus,944
2023-08-20,Bern,Tram,998
2023-08-20,Bern,Boat,1012
2023-08-20,Lausanne,Train,977
2023-08-20,Lausanne,Bus,999
2023-08-20,Lausanne,Tram,1016
2023-08-20,Lausanne,Boat,1017
2023-08-21,Zurich,Train,968
2023-08-21,Zurich,Bus,1004
2023-08-21,Zurich,Tram,986
2023-08-21,Zurich,Boat,1029
2023-08-21,Geneva,Train,990
2023-08-21,Geneva,Bus,983
2023-08-21,Geneva,Tram,988
2023-08-21,Geneva,Boat,1005
2023-08-21,Basel,Train,1001
2023-08-21,Basel,Bus,968
2023-08-21,Basel,Tram,1073
2023-08-21,Basel,Boat,982
2023-08-21,Bern,Train,1023
2023-08-21,Bern,Bus,1028
2023-08-21,Bern,Tram,1019
2023-08-21,Bern,Boat,1007
2023-08-21,Lausanne,Train,1002
2023-08-21,Lausanne,Bus,1046
2023-08-21,Lausanne,Tram,1039
2023-08-21,Lausanne,Boat,973
2023-08-22,Zurich,Train,1015
2023-08-22,Zurich,Bus,977
2023-08-22,Zurich,Tram,1027
2023-08-22,Zurich,Boat,1022
2023-08-22,Geneva,Train,989
2023-08-22,Geneva,Bus,925
2023-08-22,Geneva,Tram,1015
2023-08-22,Geneva,Boat,1005
2023-08-22,Basel,Train,992
2023-08-22,Basel,Bus,1013
2023-08-22,Basel,Tram,1025
2023-08-22,Basel,Boat,1043
2023-08-22,Bern,Train,1035
2023-08-22,Bern,Bus,1029
2023-08-22,Bern,Tram,1006
2023-08-22,Bern,Boat,1016
2023-08-22,Lausanne,Train,1008
2023-08-22,Lausanne,Bus,993
2023-08-22,Lausanne,Tram,994
2023-08-22,Lausanne,Boat,985
2023-08-23,Zurich,Train,1011
2023-08-23,Zurich,Bus,992
2023-08-23,Zurich,Tram,969
2023-08-23,Zurich,Boat,942
2023-08-23,Geneva,Train,1034
2023-08-23,Geneva,Bus,970
2023-08-23,Geneva,Tram,1001
2023-08-23,Geneva,Boat,1017
2023-08-23,Basel,Train,1039
2023-08-23,Basel,Bus,981
2023-08-23,Basel,Tram,1061
2023-08-23,Basel,Boat,1035
2023-08-23,Bern,Train,989
2023-08-23,Bern,Bus,982
2023-08-23,Bern,Tram,960
2023-08-23,Bern,Boat,1019
2023-08-23,Lausanne,Train,1020
2023-08-23,Lausanne,Bus,1017
2023-08-23,Lausanne,Tram,996
2023-08-23,Lausanne,Boat,1006
2023-08-24,Zurich,Train,1014
2023-08-24,Zurich,Bus,952
2023-08-24,Zurich,Tram,1027
2023-08-24,Zurich,Boat,999
2023-08-24,Geneva,Train,1012
2023-08-24,Geneva,Bus,1001
2023-08-24,Geneva,Tram,974
2023-08-24,Geneva,Boat,1052
2023-08-24,Basel,Train,1022
2023-08-24,Basel,Bus,1007
2023-08-24,Basel,Tram,1014
2023-08-24,Basel,Boat,958
2023-08-24,Bern,Train,981
2023-08-24,Bern,Bus,1019
2023-08-24,Bern,Tram,1075
2023-08-24,Bern,Boat,940
2023-08-24,Lausanne,Train,1010
2023-08-24,Lausanne,Bus,982
2023-08-24,Lausanne,Tram,997
2023-08-24,Lausanne,Boat,1003
2023-08-25,Zurich,Train,1008
2023-08-25,Zurich,Bus,986
2023-08-25,Zurich,Tram,1016
2023-08-25,Zurich,Boat,990
2023-08-25,Geneva,Train,1034
2023-08-25,Geneva,Bus,1027
2023-08-25,Geneva,Tram,1002
2023-08-25,Geneva,Boat,1002
2023-08-25,Basel,Train,969
2023-08-25,Basel,Bus,1060
2023-08-25,Basel,Tram,1014
2023-08-25,Basel,Boat,989
2023-08-25,Bern,Train,1014
2023-08-25,Bern,Bus,1004
2023-08-25,Bern,Tram,1009
2023-08-25,Bern,Boat,1048
2023-08-25,Lausanne,Train,985
2023-08-25,Lausanne,Bus,1035
2023-08-25,Lausanne,Tram,988
2023-08-25,Lausanne,Boat,963
2023-08-26,Zurich,Train,1035
2023-08-26,Zurich,Bus,968
2023-08-26,Zurich,Tram,990
2023-08-26,Zurich,Boat,997
2023-08-26,Geneva,Train,1042
2023-08-26,Geneva,Bus,997
2023-08-26,Geneva,Tram,1000
2023-08-26,Geneva,Boat,1027
2023-08-26,Basel,Train,1028
2023-08-26,Basel,Bus,974
2023-08-26,Basel,Tram,1043
2023-08-26,Basel,Boat,985
2023-08-26,Bern,Train,997
2023-08-26,Bern,Bus,989
2023-08-26,Bern,Tram,940
2023-08-26,Bern,Boat,1034
2023-08-26,Lausanne,Train,1005
2023-08-26,Lausanne,Bus,983
2023-08-26,Lausanne,Tram,994
2023-08-26,Lausanne,Boat,1003
2023-08-27,Zurich,Train,1044
2023-08-27,Zurich,Bus,965
2023-08-27,Zurich,Tram,999
2023-08-27,Zurich,Boat,1000
2023-08-27,Geneva,Train,1086
2023-08-27,Geneva,Bus,998
2023-08-27,Geneva,Tram,1031
2023-08-27,Geneva,Boat,981
2023-08-27,Basel,Train,1000
2023-08-27,Basel,Bus,1019
2023-08-27,Basel,Tram,1007
2023-08-27,Basel,Boat,1048
2023-08-27,Bern,Train,1030
2023-08-27,Bern,Bus,955
2023-08-27,Bern,Tram,1017
2023-08-27,Bern,Boat,956
2023-08-27,Lausanne,Train,961
2023-08-27,Lausanne,Bus,1010
2023-08-27,Lausanne,Tram,1014
2023-08-27,Lausanne,Boat,983
2023-08-28,Zurich,Train,1018
2023-08-28,Zurich,Bus,958
2023-08-28,Zurich,Tram,1060
2023-08-28,Zurich,Boat,984
2023-08-28,Geneva,Train,1035
2023-08-28,Geneva,Bus,998
2023-08-28,Geneva,Tram,1037
2023-08-28,Geneva,Boat,1021
2023-08-28,Basel,Train,1053
2023-08-28,Basel,Bus,984
2023-08-28,Basel,Tram,983
2023-08-28,Basel,Boat,999
2023-08-28,Bern,Train,1019
2023-08-28,Bern,Bus,976
2023-08-28,Bern,Tram,982
2023-08-28,Bern,Boat,1024
2023-08-28,Lausanne,Train,1039
2023-08-28,Lausanne,Bus,982
2023-08-28,Lausanne,Tram,972
2023-08-28,Lausanne,Boat,1007
2023-08-29,Zurich,Train,965
2023-08-29,Zurich,Bus,1010
2023-08-29,Zurich,Tram,1047
2023-08-29,Zurich,Boat,995
2023-08-29,Geneva,Train,973
2023-08-29,Geneva,Bus,1035
2023-08-29,Geneva,Tram,1018
2023-08-29,Geneva,Boat,1010
2023-08-29,Basel,Train,986
2023-08-29,Basel,Bus,1020
2023-08-29,Basel,Tram,1019
2023-08-29,Basel,Boat,1025
2023-08-29,Bern,Train,985
2023-08-29,Bern,Bus,1046
2023-08-29,Bern,Tram,1023
2023-08-29,Bern,Boat,948
2023-08-29,Lausanne,Train,993
2023-08-29,Lausanne,Bus,978
2023-08-29,Lausanne,Tram,1025
2023-08-29,Lausanne,Boat,1009
2023-08-30,Zurich,Train,1040
2023-08-30,Zurich,Bus,959
2023-08-30,Zurich,Tram,981
2023-08-30,Zurich,Boat,1005
2023-08-30,Geneva,Train,1004
2023-08-30,Geneva,Bus,995
2023-08-30,Geneva,Tram,970
2023-08-30,Geneva,Boat,1001
2023-08-30,Basel,Train,1006
2023-08-30,Basel,Bus,1013
2023-08-30,Basel,Tram,1026
2023-08-30,Basel,Boat,991
2023-08-30,Bern,Train,1037
2023-08-30,Bern,Bus,1046
2023-08-30,Bern,Tram,1018
2023-08-30,Bern,Boat,1035
2023-08-30,Lausanne,Train,943
2023-08-30,Lausanne,Bus,954
2023-08-30,Lausanne,Tram,1032
2023-08-30,Lausanne,Boat,997
2023-08-31,Zurich,Train,961
2023-08-31,Zurich,Bus,1038
2023-08-31,Zurich,Tram,985
2023-08-31,Zurich,Boat,1005
2023-08-31,Geneva,Train,969
2023-08-31,Geneva,Bus,985
2023-08-31,Geneva,Tram,993
2023-08-31,Geneva,Boat,1051
2023-08-31,Basel,Train,1010
2023-08-31,Basel,Bus,1002
2023-08-31,Basel,Tram,997
2023-08-31,Basel,Boat,956
2023-08-31,Bern,Train,1016
2023-08-31,Bern,Bus,977
2023-08-31,Bern,Tram,1006
2023-08-31,Bern,Boat,1020
2023-08-31,Lausanne,Train,979
2023-08-31,Lausanne,Bus,949
2023-08-31,Lausanne,Tram,975
2023-08-31,Lausanne,Boat,996
2023-09-01,Zurich,Train,1030
2023-09-01,Zurich,Bus,955
2023-09-01,Zurich,Tram,1005
2023-09-01,Zurich,Boat,970
2023-09-01,Geneva,Train,1006
2023-09-01,Geneva,Bus,1005
2023-09-01,Geneva,Tram,1024
2023-09-01,Geneva,Boat,1050
2023-09-01,Basel,Train,913
2023-09-01,Basel,Bus,980
2023-09-01,Basel,Tram,1022
2023-09-01,Basel,Boat,1024
2023-09-01,Bern,Train,1035
2023-09-01,Bern,Bus,1003
2023-09-01,Bern,Tram,990
2023-09-01,Bern,Boat,1038
2023-09-01,Lausanne,Train,959
2023-09-01,Lausanne,Bus,1031
2023-09-01,Lausanne,Tram,1000
2023-09-01,Lausanne,Boat,991
2023-09-02,Zurich,Train,1017
2023-09-02,Zurich,Bus,996
2023-09-02,Zurich,Tram,1010
2023-09-02,Zurich,Boat,1005
2023-09-02,Geneva,Train,1016
2023-09-02,Geneva,Bus,1055
2023-09-02,Geneva,Tram,1014
2023-09-02,Geneva,Boat,1032
2023-09-02,Basel,Train,1043
2023-09-02,Basel,Bus,964
2023-09-02,Basel,Tram,985
2023-09-02,Basel,Boat,1072
2023-09-02,Bern,Train,953
2023-09-02,Bern,Bus,1007
2023-09-02,Bern,Tram,935
2023-09-02,Bern,Boat,1050
2023-09-02,Lausanne,Train,933
2023-09-02,Lausanne,Bus,959
2023-09-02,Lausanne,Tram,999
2023-09-02,Lausanne,Boat,1000
2023-09-03,Zurich,Train,958
2023-09-03,Zurich,Bus,1001
2023-09-03,Zurich,Tram,964
2023-09-03,Zurich,Boat,1015
2023-09-03,Geneva,Train,1029
2023-09-03,Geneva,Bus,1018
2023-09-03,Geneva,Tram,1030
2023-09-03,Geneva,Boat,990
2023-09-03,Basel,Train,1038
2023-09-03,Basel,Bus,1039
2023-09-03,Basel,Tram,1051
2023-09-03,Basel,Boat,1027
2023-09-03,Bern,Train,1003
2023-09-03,Bern,Bus,991
2023-09-03,Bern,Tram,1010
2023-09-03,Bern,Boat,1047
2023-09-03,Lausanne,Train,1000
2023-09-03,Lausanne,Bus,964
2023-09-03,Lausanne,Tram,1049
2023-09-03,Lausanne,Boat,1018
2023-09-04,Zurich,Train,1006
2023-09-04,Zurich,Bus,1014
2023-09-04,Zurich,Tram,1015
2023-09-04,Zurich,Boat,975
2023-09-04,Geneva,Train,984
2023-09-04,Geneva,Bus,1053
2023-09-04,Geneva,Tram,988
2023-09-04,Geneva,Boat,1006
2023-09-04,Basel,Train,933
2023-09-04,Basel,Bus,998
2023-09-04,Basel,Tram,1006
2023-09-04,Basel,Boat,1029
2023-09-04,Bern,Train,961
2023-09-04,Bern,Bus,1005
2023-09-04,Bern,Tram,1077
2023-09-04,Bern,Boat,996
2023-09-04,Lausanne,Train,992
2023-09-04,Lausanne,Bus,1022
